"","Authors","Title","Abstract"
"11","Rathmann, Régis; Hoff, Debora Nayar; Santos, Omar Inácio Benedetti; Padula, Antônio Domingos","Diversificação produtiva e as possibilidades de desenvolvimento: um estudo da fruticultura na região da Campanha no RS","Studies indicate the existence of a situation of underdevelopment in the southern half of Rio Grande do Sul, directly correlated with the farming and rice culture crises. The later suffers from the macroeconomic policies linked to the opening of the economy and with the pressures of the increase of competitiveness. This process has made the region present inferior performances than State averages when indicators such as GDP and per capita income are analyzed. Seeking to reduce these inequalities, governmental sectors have been elaborating development strategies through the utilization of the regional agricultural vocation as well as the insertion of differentiated chains in local agribusiness. One of these experiences is the Program for the Development of Irrigated Fruit Culture in the Southern Half/RS. Within this context, this article has the objective of presenting the results observed in the GDP and HDI of two municipalities located in the Campanha Region of Rio Grande do Sul, and also to present the effects observed on the life quality of the producers after the implementation of fruit culture in their properties. Based on the data collected and the methodology chosen, it can be said that the productive diversification of rural properties contributes in the improvement of the producers' life quality, having positive effects on the per capita GDP and HDI of the municipalities studied."
"12","Curzel, V.; Paredes, M.","La actividad frutícola en los Valles Templados de Jujuy, Argentina: caracterización del sector","Abstract: In Jujuy province, in the extreme north-west area of Argentina, four environmental regions are distinguished: temperate valleys, warm valleys, quebrada and puna. The temperate valley is a humid valley with a temperate climate in winter, with 350 to 550 estimated chill hours. It has 30,000 ha under irrigation. Its main productive activity is tobacco, but horticulture and fruit growing are also carried out there. Fruit production is a viable and economical alternative. Fruit trees, like almond, fig, custard apple and peach, were introduced more than 50 years ago. Peach production is the activity that keeps growing and incorporating technology. The cultivars grown in the area have first and extra-prime characteristics, harvest from September to December. The ecological conditions of the temperate valleys, due to its mild annual weather conditions, are suitable for very early production, like in no other area of the country, with which it obtains great competitive advantages in national markets; annually, 1,300 tons of peaches enter the Central Market of Buenos Aires from Jujuy. The entry of this prime fruit marks the trend of the season and makes it the main prime peach area in Argentina. This commercial opportunity is also seen from the analysis of the seasonality of the market offer of species, such as nectarines, plums, cherries and apricots. The institutions in the area (inta-fca-unju) work jointly with the fruit sector, and important advances in production technology have been made: planting densities, harvest rates, color chart to determine harvest, market information, market studies and analysis of commercial opportunities, crop management and genetic improvement."
"13","Menteguiaga, Clarisa","Antropoceno y diseño","Abstract Anthropocene is the name given to the geological era in which we live affected by the activity of humanity, in which there have been major breaking off in our relationship with nature, with catastrophic effects such as global warming. In the current context of serious environmental threats, Design should not be kept out. The visual arts have been addressing these problems for more than five decades and Design is awakening to these needs in a powerful way, through reuse, recycling and the development of new materials. Among the Sustainable Development Goals set by UN, responsible production and consumption promotes the efficient use of resources and reducing degradation and pollution. Each part of the chain is of vital importance. Creators today understand that sustainability is an essential part of their work, although there is still need for more work, research and commitment from businesses and the industrial sector to drive the profound changes that are needed. This text addresses different projects (already implemented or in the prototyping and testing stage) that explore urgent problems through interdisciplinary proposals of Science and Design which, regardless of their final success, provide positive signals to the community contributing to create a mood of change. Cassava, prickly pear, pineapple leaves, corn starch, avocado seeds, sugar cane, beets, polylactic acid and kombucha are some of the new raw materials which are regarded as tending to the circularity of the processes."
"14","CASTRO, ÉRIKA BEATRIZ DE LIMA; MELO, RAYLSON DE SÁ; COSTA, EMANUEL MAGALHÃES DA; PESSOA, ANGELA MARIA DOS SANTOS; OLIVEIRA, RAMONY KELLY BEZERRA; BERTINI, CÂNDIDA HERMÍNIA CAMPOS DE MAGALHÃES","CLASSIFICATION OF Phaseolus lunatus L. USING IMAGE ANALYSIS AND MACHINE LEARNING MODELS","ABSTRACT Image analysis combined with machine learning models can be an excellent tool for classification of fava (Phaseolus lunatus L.) genotypes and is a low-cost system. Fava is grown by family farmers, mainly, in the Northeast and South regions of Brazil, presenting economic and social importance. Evaluations to gather information on qualitative and quantitative characters of seeds enable the description and distinction of genotypes, allowing the evaluation of variability of plant species, which is essential in breeding programs. The use of image analysis is a fast and economic tool for obtaining large quantity of information. Machine learning techniques have been developed and implemented in the agricultural sector due to technological advances and increasing use of artificial intelligence, which enables the automatization of several processes. In this context, the objective of this work was to evaluate different machine learning models to classify fava genotypes, using data obtained through image analysis. Images of fava seeds were captured using a table scanner (HP Scanjet 2004), set to true color mode, arranged upside down inside of an aluminum box fully closed during the capture of the images for an adequate illumination and prevention of environmental noises. The K-Nearest Neighbor, Naive Bayes, Linear Discriminant Analysis, Support Vector Machine, Gradient Boosting, Bootstrap Aggregating, Classification and Regression Trees, Random Forest, and C50 models were used for the study. Linear Discriminant Analysis was the model that presented the highest efficiency for classifying the genotypes, with an accuracy of 90%."
"15","Oliveira, Emerson Flores de; Santos, Patricia Resplandes Rocha dos; Santos, Gil Rodrigues dos","Seeds of weeds as an alternative host of phytopathogens","ABSTRACT: Weeds compete with agricultural crops for water, light, nutrients and space, besides having an extensive seed bank. However, another aspect to be considered relates to few studies pointing out weeds as hosts of phytopathogenic fungi. Many fungi, the main cause of diseases in plants, are known to use seeds as an efficient means of survival and dispersal. The objective of this work was to evaluate the health of weed seeds and the pathogenicity of fungi associated to plants of agricultural importance. The seeds were collected manually in Cerrado areas located in the municipality of Gurupi, Tocatins, Brazil. The blotter test method was used to evaluate seed health. The incidence of fungi was evaluated through an individual analysis of seeds using a stereoscopic and an optical microscope. The pathogenicity of fungi from weed seeds was evaluated by inoculation in plants of agronomic interest and, when pathogenic, we inoculated them in the host plant of the fungus. Weed seeds have been identified in fungi of the genus Alternaria, Aspergillus, Bipolaris, Cladosporium, Curvularia, Fusarium, Nigrospora, Papularia, Rhizopus and Pythium. The seeds of Acanthospermum australe, Bidens pilosa, Cenchrus echinatus, Digitaria horizontalis, Echinochloa crus-pavonis, Eleusine indica, Ipomoea sp., Pennisetum setosum, Sida rhombifolia, Spermacoce latifolia, Tridax procumbens and Vernonia polyanthes carry and disseminate fungi that, once inoculated, cause infection in plants of agricultural importance, such as Oryza sativa, Phaseolus vulgaris, Vigna unguiculata, Zea mays and Glycine max."
"16","Fernandes, Celso Dornelas; Verzignassi, Jaqueline Rosemeire; Mallmann, Guilherme; Queiróz, Carolina de Arruda","Controle químico da mela-das-sementes e do carvão em cultivares de Brachiaria brizantha","ABSTRACT Brazil is the world’s largest producer, consumer and exporter of seeds of tropical forage species. However, production has been threatened by the presence of fungi and phytonematodes, which may reduce the productivity and / or the quality of produced seeds, besides constituting sanitary barriers for several countries that import these seeds. Considering Brachiaria spp., the main diseases are honeydew and smut in the seeds, caused by the fungi Claviceps maximensis and Ustilago operta, respectively. Despite the great demand by the productive sector, there are few studies related to control strategies for these diseases. Thus, this study was carried out with the aim of evaluating fungicide efficiency in the control of these diseases. Four experiments were implemented, two of them in Embrapa Gado de Corte, in Campo Grande-MS, and two in Paraíso das Águas-MS. The cultivars BRS Piatã and Xaraés, both belonging to Brachiaria brizantha, were used. The effects of several fungicides (g ai / ha) were evaluated; they were applied in three periods for Campo Grande: plants with 10% anthesis, 20 and 40 days after the first application. In Paraíso das Águas, fungicides were applied only once, in plants with 10% anthesis. For the cultivar BRS Piatã, in Campo Grande, the best results for honeydew control were obtained with treatments T7 (trifloxystrobin + cyproconazole (150.0 + 64.0)) and T11 (first application: pyraclostrobin (97.5) + epoxiconazole (60.0), second application: tebuconazole (120.0), third application: pyraclostrobin (97.5) + epoxiconazole (60.0)). For the cultivar BRS Xaraés, the disease was less expressive with treatments T4 (pyraclostrobin (175.0)), T6 (azoxystrobin + cyproconazole (80.0 + 32.0)), T9 (first application: pyraclostrobin (175.0), second and third application: pyraclostrobin + epoxiconazole (99.75 + 37.5)) and T11 (first application: pyraclostrobin (97.5) + epoxiconazole (60.0), second application: tebuconazole (120.0), third application: pyraclostrobin + epoxiconazole (97.5 + 60.0)). There was no occurrence of smut for both cultivars in Campo Grande. For BRS Piatã, in the experiment at Paraíso das Águas-MS, although the intensity of honeydew and smut was not significant, with treatment T4 (pyraclostrobin (175.0)), the yield of pure seeds was 69.6% higher than that of control, producing 456.78 kg/ha, which demonstrates a high benefit/cost ratio using this treatment. This result with T4 may have been the expression of physiological effects caused by pyraclostrobin. Fungicide application on the aerial part of Brachiaria brizantha plants cv BRS Xaraés in Campo Grande, where there was high incidence of the fungi Alternaria spp., Bipolaris spp., Curvularia spp., Fusarium spp. and Phoma spp. in the seeds, showed the beneficial effect of the treatment, especially T7 (trifloxystrobin + cyproconazole (150.0 + 64.0)), which significantly reduced the occurrence of Bipolaris spp., Fusarium spp. and Phoma spp. In Paraíso das Águas, where the incidence of these pathogens was lower, results were not conclusive."
"17","Ribeiro, Claudia SC; Souza, Karina RR; Carvalho, Sabrina IC; Reifschneider, Francisco JB","BRS Juruti: the first Brazilian habanero-type hot pepper cultivar","ABSTRACT: The Habanero hot pepper group is not well known in Brazil, despite its origin in the Amazon. Nevertheless, domestic and international markets have been increasing the demand for this type of hot pepper. The Brazilian agroindustry is interested in supplying part of this demand with high quality products and competitive prices, and it needs well-adapted cultivars. To fill this gap, Embrapa Vegetables developed the Habanero pepper cultivar BRS Juruti, which meets the demands of both the market for fresh fruit and the processing agroindustry of mash and sauces. Cultivar BRS Juruti has red fruits and yielded around 50 t/ha (36,000 plants/ha). Fruit pungency is circa 260,000 SHU and fruits have high content of vitamin C (122 mg/100 g). BRS Juruti is resistant to several viruses, Oidiopsis sicula, and Meloidogyne javanica, and presents intermediate resistance to key bacterial diseases; and is highly uniform in comparison with the original population. Cultivar BRS Juruti is recommended for open field (specially adapted to the Central Region of Brazil), as well as greenhouse/screenhouse cultivation. BRS Juruti has been registered (RNC 32010) and protected (DOU 01/09/2015) in theBrazilian Ministry of Agriculture, Livestock and FoodSupply (MAPA). Breeders' seed is being made available to interested parties in the private sector."
"18","Santos, Nilmara Mércia de Souza Sá; Queiroz, Mário Adriano Ávila; Araújo, Gherman Garcia Leal de; Costa, Samir Augusto Pinheiro; Albuquerque, Ítalo Reneu Rosas de; Moura, José Helder Andrade; Garrido, Marlon da Silva; Manera, Daniel Bomfim","Salinidade na água de beber de ovinos e uso dos dejetos em cultivo de plântulas de milho","The objective of this study was to characterize and to evaluate the emergence and survival of maize seeds, as well as growth, dry mass of shoot and root dry mass of seedlings grown with manure of sheep fed with water with different levels of total dissolved solids (TDS) -640, 3188, 5740 and 8326 mg-1. The study was conducted in the greenhouse industry seedling production at Embrapa Semi-Arid in Petrolina-PE. The experimental design was completely randomize with four treatments and ten replicates. Data were analyzed using orthogonal contrasts and polynomial regression. It was significant (P<0.05) in the rate of emergence estimated by regression that the best substrate should contain until 1811 SDT in drinking water for this variety of corn. However, the biomass of shoot and root, the percentage of survival and seedling height have not been changed (P>0.05)."
"19","Araujo R, O.; Souza, I.A.; Sena, K.X.F.R.; Brondani, D.J.; Solidônio, E.G.","Avaliação biológica de Foeniculum vulgare (Mill.) (Umbelliferae/Apiaceae)","Foeniculum vulgare Mill. (Umbelliferae) is a herbaceous plant of the family Umbelliferae, native to the Mediterranean and Asia Minor region and widely distributed all over the Brazilian territory. It is commonly known as fennel or erva-doce and has been used in medicine as analgesic, digestive, carminative, diuretic, expectorant, lactigenous, anti-inflammatory, and antispasmodic agent. Crude ethanolic extract for the verification of biological activities was prepared from seeds bought in the market. For the phytochemical profile, analytical thin-layer chromatography was used; the antimicrobial activity was determined by the paper disc diffusion test and minimum inhibitory concentration (MIC); the antinociceptive activity was verified by the method of abdominal writhings in the animals. The tested microorganisms were multiresistant clinical isolates obtained from the Bacteriology Sector of the Clinical Hospital of Pernambuco. The phytochemical study identified the majority of secondary compounds present in the methanolic fraction of seeds, as follows: triterpenes, flavanoid glycosides, smaller terpenes (monoterpenoids, sesquiterpenoids and diterpenoids) and reducing sugars. The obtained results showed that the ethanolic extract had greater activity against Micrococcus spp. (MIC=250µg/mL). Results of the evaluation of the antinociceptive activity demonstrated that only the dosage of 298 mg/Kg, compared to the indomethacin pattern, led to a significant reduction in the number of abdominal writhings in the animals. Further studies will be carried out for the identification and isolation of some secondary compounds, as well as other analgesic protocols."
"20","von Baer, Erik; von Baer, Ingrid; Riegel, Ricardo","Pecosa-Baer: A New Cultivar of New Cultivar Cultivar of White Lupin with Determined Bushy Growth Habit, Sweet Grain and High Protein Content","The expansion of white lupin (Lupinus albus L.) cultivation in Chile is subject to the availability of cultivars presenting high yield potential, tolerance to the main fungal diseases and homogeneous ripening. In response to these requirements, a new cultivar has been developed and registered as ‘Liapec->1’, commercially registered as ‘Pecosa-Baer’. This new cultivar has determined bushy growth habit. Its flowering period is concentrated in approximately 40 days, less than the 77 days of cv. Rumbo-Baer. This trait allows it to reach harvest without heterogeneity problems. The seed is speckled, flat and medium-sized (370 g/1000 grains aprox.). The kernels are sweet and have a high protein content of around 41% (dry matter basis). In field assays, ‘Pecosa-Baer’ presents a good tolerance to diseases caused by Colletotrichum lupini and Pleiochaeta setosa. The new cultivar has outstanding stability and yield levels, even under low fertilization conditions. An average yield of 5.43 t ha-1 was obtained over four seasons in two locations. In order to maximize its yield, ‘Pecosa-Baer’ must be sown between April and June at a rate of 140-160 kg ha-1. Given the high protein content and low alkaloid levels of the seeds, they can be included in the diet of all types of animals."
"21","Maia, Ozana Maria de Andrade; Oliveira, Carlos Amadeu Leite de","Suscetibilidade de cercas-vivas, quebra-ventos e plantas invasoras ao vírus da leprose e sua transmissão para laranjeiras por Brevipalpus phoenicis (Geijskes) (Acari: Tenuipalpidae)","The objective was to evaluate the potential of some common plants in and around citrus orchards to host the leprosies virus, transmitted by the mite Brevipalpus phoenicis (Geijskes).It was used the following plants: Hibiscus sp. L., Malvaviscus mollis DC., Grevillea robusta A. Cunn., Mimosa caesalpiniaefolia Benth., Bixa orellana L., Commelina benghalensis L., Bidens pilosa L., Sida cordifolia L. and Ageratum conyzoides L.. Two stock colonies of the mite were set up; one on fruits with leprosies symptoms and other on fruits without symptoms. Two leaves were selected from each host plant, on which mites reared on fruits with leprosies lesions, and were confined during seven days. Subsequently, the mites were transferred to citrus seedlings variety Natal and Valencia and taken to a greenhouse. The leaves infested with mites were removed and placed on cotton and filter paper in Petri dishes. Mites reared on fruit without leprosies lesions were allowed to feed on the host plant leaves during three days, and were then transferred to citrus seedlings, which were taken to the greenhouse. After 60 days, the number of lesions on the citrus seedlings was counted. The mites continued to transmit the virus to citrus seedlings, even after seven days of feeding on the host plants. Mites reared on fruit without leprosies lesions, acquired the virus and transmitted it to citrus seedlings when kept on C. benghalensis, A. conyzoides, B. pilosa, S. cordifolia or B. orellana leaves on where mites from leprosies lesions had been previously reared. It was conclude that these plants can be depositories and sources for transmission of leprosies virus to susceptible citrus plants."
"22","Schuch, Márcia Wulff; Tomaz, Zeni Fonseca Pinto","Advances in the spread of vegetative blueberry","Abstract The lack of an efficient method of propagation in some cultivars makes it difficult to expand the blueberry culture. In Brazil, we still do not produce seedlings with needed quality and quantity to improve the sector. The cloning of the selected material through mini propagation and micro propagation is an alternative to increase the multiplication and rooting capacity of the blueberries. Allied to this, the use of cultivation system without soil for the development of cloned material facilitates the seedlings production. In addition, we can keep matrices in small spaces with the use of mini-gardens and clonal micro-gardens controlling climatic and nutritional factors. In the Laboratory of Fruit Plants Propagation, of the Phytotechnology Department of the School of Agronomy Eliseu Maciel of the Federal University of Pelotas we have searching for more than ten years the micro propagation and the mini propagation allied to the clonal gardens kept in a protected place, reducing the physical space and improving phytosanitary control. The experiments carried out brought important information regarding to the vegetative propagation of the blueberry to improve the seedling production process for this species. In this way, researches that have been realized seek to generate knowledge about the best way of propagating and conducting this fruit."
