"","Authors","Title","Abstract"
"131","Bow A.; Jackson B.; Griffin C.; Howard S.; Castro H.; Campagna S.; Biris A.S.; Anderson D.E.; Bourdo S.; Dhar M.","Multiomics Evaluation of Human Fat-Derived Mesenchymal Stem Cells on an Osteobiologic Nanocomposite","Effective graft technologies for bone repair have been a primary focus in the field of bone tissue engineering. We have previously fabricated and examined a nanocomposite composed of polyurethane, nano-hydroxyapatite, and decellularized bone particles, which demonstrated osteobiologic characteristics. To evaluate the underlying mechanisms of this biomaterial, human adipose-derived mesenchymal stem cell seeded scaffolds were assessed using a combinatorial approach of transcriptomic and metabolomic analyses. Data from osteogenic and signal transduction polymerase chain reaction arrays and small molecule abundances, measured through liquid chromatography-mass spectrometry, were cross-examined using Integrated Molecular Pathway Level Analysis, Database for Annotation, Visualization, and Integrated Discovery, and ConsensusPathDB online tools to generate a fundamental collection of scaffold-influenced pathways. Results demonstrated upregulation of key osteogenic, cellular adhesion cell signaling markers and indicated that Hedgehog and Wnt signaling pathways were primary candidates for the osteobiologic mechanisms of the scaffold design. The detection of complimentary metabolites, such as ascorbate, further indicates that scaffolds generate intricate cellular environments, promoting cell attachment and subsequent osteodifferentiation. © Austin Bow et al. 2020; Published by Mary Ann Liebert, Inc. 2020."
"132","Shaw R.F.; Phillips B.B.; Doyle T.; Pell J.K.; Redhead J.W.; Savage J.; Woodcock B.A.; Bullock J.M.; Osborne J.L.","Mass-flowering crops have a greater impact than semi-natural habitat on crop pollinators and pollen deposition","Context: Maximising insect pollination of mass-flowering crops is a widely-discussed approach to sustainable agriculture. Management actions can target landscape-scale semi-natural habitat, cropping patterns or field-scale features, but little is known about their relative effectiveness. Objective: To test how landscape composition (area of mass-flowering crops and semi-natural habitat) and field-scale habitat (margins and hedges) affect pollinator species richness, abundance, and pollen deposition within crop fields. Methods: We surveyed all flower visitors (Diptera, Coleoptera and Hymenoptera) in oilseed rape fields and related them to landscape composition and field features. Flower visitors were classified as bees, non-bee pollinators and brassica specialists. Total pollen deposition by individual taxa was estimated using single visit pollen deposition on stigmas combined with insect abundance. Results: The area of mass-flowering crop had a negative effect on the species richness and abundance of bees in fields, but not other flower visitors. The area of semi-natural habitat in the surrounding landscape had a positive effect on bees, but was not as important as the area of mass-flowering crop. Taxonomic richness and abundance varied significantly between years for non-bee pollinators. Greater cover of mass-flowering crops surrounding fields had a negative effect on pollen deposition, but only when non-bee pollinator numbers were reduced. Conclusions: Management choices that result in landscape homogenisation, such as large areas of mass-flowering crops, may reduce pollination services by reducing the numbers of bees visiting fields. Non-bee insect pollinators may buffer these landscape effects on pollen deposition, and management to support their populations should be considered. © 2020, The Author(s)."
"133","Yang Y.; Fan K.; Han J.; Yang Y.; Chu Q.; Zhou Z.; Gu S.","Quality inspection of Spathiphyllum plug seedlings based on the side view images of the seedling stem under the leaves; [基于叶片下苗茎侧视图像的白掌穴盘苗品质检测]","Plug seedlings have been widely used in the production of vegetable and flower planting. The consistent quality of plug seedlings depends mainly on economic benefits. It is usually necessary to identify and remove unqualified seedlings from the plugs, and then replace them with qualified seedlings. The manual operation of substandard seedlings is mainly used from the plugs to the supplement seedling at present, indicating low efficiency, high labor costs, and unstable classification. The seedling sorting machine using machine vision can automatically identify the lack of seedling holes and unqualified seedlings, and then remove the unqualified seedlings from the plug trays. The accurate classification can be achieved with higher operation efficiency. The top view images are selected to judge the quality of plug seedlings with no crossed leaves and no mutual obscuration. However, the leaves of adjacent seedlings cross each other or are blocked and covered, when most plug seedlings of flower and vegetable are sold. It cannot be evaluated on the growth status and quality of individual seedlings using the top view image. Taking the Spathiphyllum seedlings as the research object, this study aims to observe the local area of seedling stem under the leaves using perspective images under the leaves. An automatic quality inspection of plug seedlings was realized to combine with the judging standard of seedling level, particularly on the stem image covering each other with leaves. Firstly, the critical value of the projection area of the stem of Spathiphyllum seedlings was proposed, according to the production standards. Secondly, an image acquisition unit of the seedling stem was constructed, consisting of a leaf guide piece, a miniature camera, and two light guide fibers. Subsequently, the stem images were captured under the leaf of Spathiphyllum seedlings in the darkroom. Then, the PC vision was utilized to analyze the images and projection area of the seedling stem. The seedlings were determined to be qualified or not, according to the quality evaluation on the projection area and the critical value of the Spathiphyllum seedling stem. The hole positions of unqualified seedlings were returned to PLC at last. A three-factor three-level test was carried out to select the conveyor speed, where the deviation of the center distance between seedling stem and hole in the shooting direction, the deviation rate-How closed the projection area of the stem to the Critical Value of the Projection Area of Stem(CVA) as the test factors. The quality test results show that the accuracy of quality detection of plug seedlings depended mainly on the deviation distance and conveyor speed. Specifically, the accuracy of quality detection dropped bellow 85%, when the seedling deviated from the hole center greater than 10 mm and the conveyor speed increased to 0.06m/s. But there was no significant impact when the projection area of the stem was close to CVA. In addition, the quality inspection test was carried out on 72 holes of Spathiphyllum plug seedlings. It was found that the recognition accuracy of the system reached 97.92%, and the productivity was 150 tray/h, and 10 800 plant/h, when the conveyor speed was 0.045 m/s and the deviation distance of seedling stem was within 10mm. This finding can provide a strong theoretical reference for the automatic evaluation of plug seedlings grading and quality inspection, particularly when adjacent leaves were covered. © 2021, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved."
"134","Campbell J.W.; Stanley-Stahr C.; Bammer M.; Daniels J.C.; Ellis J.D.","Contribution of bees and other pollinators to watermelon (Citrullus lanatus Thunb.) pollination","Watermelon (Citrullus lanatus Thunb.) is an important economic crop with 29.6 million tons produced worldwide. However, few native bees and other pollinators have been documented to visit watermelon flowers and the contribution of these insects to watermelon pollination has yet to be determined. We examined 40 commercial watermelon fields from 2013 to 2016 and obtained information on pollinator visitation rates for managed and wild pollinators at different distances from field margins. We determined the amount of pollen on common pollinators’ bodies, how much time these pollinators spent on flowers, and the amount of pollen they deposited on stigmas. Forty-three species of potential pollinators were documented during the 4-year study. Managed honey bees (Apis mellifera L.) were the most common visitor, but numerous other pollinators (e.g., Agapostemon splendens Lepeletier, Campsomeris plumipes var. fossulana Fabricius) were found to be abundant. This sweat bee and scoliid wasp carried as much watermelon pollen as worker A. mellifera did. No differences were detected among visitation rates among various taxonomic groups at different distances (0, 25, 50, 100 m) from field margins except for small bees (e.g., Lasioglossum, Halictus), which were found in higher abundances at the field margins. Managed and wild bumble bees (Bombus spp.) were not common visitors of watermelons and may not be a good surrogate for managed honey bees. Overall, numerous insect species contribute to watermelon pollination. Therefore, watermelon growers should consider future land-use changes or other management practices that might positively affect the abundances of bee and wasp species. © 2019, © 2019 International Bee Research Association."
"135","Beyer N.; Gabriel D.; Kirsch F.; Schulz-Kesting K.; Dauber J.; Westphal C.","Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale","Concerns about insect declines are growing and the provisioning of ecosystem services like pollination may be threatened. To safeguard biodiversity, greening measures were introduced within the reform of the EU's Common Agricultural Policy. One measure commonly applied by farmers is the cultivation of nitrogen fixing crops. Although underlying studies are largely missing, this measure is criticized as providing no significant biodiversity benefit. Using a landscape-scale approach, we selected 30 paired study landscapes (1 km × 1 km) in Germany, that is, 15 study landscapes with faba bean (FB) fields (Vicia faba L.) and 15 without any grain legumes. Flower-visiting wild bees were recorded with transect walks at the field margins of different crops using a stratified sampling approach. We analysed the effect of FB cultivation and landscape composition on the abundance and species richness of wild bees as well as on the functional composition of the bee communities. Bumblebee densities (Bombus spp. Latreille) were more than twice as high in FB compared to control landscapes after the flowering of the beans. Non-Bombus wild bee densities, however, were not affected by FB cultivation, but were enhanced by increasing amounts of semi-natural habitats (SNH). After the beans' blooming had ceased, FB landscapes had a higher proportion of wild bees collecting pollen from Fabaceae than control landscapes. The community-weighted means for bee size, measured as intertegular distance, were not affected by FB cultivation, but we found smaller species and species with shorter tongues with an increasing percentage of SNH. Synthesis and applications. The cultivation of faba bean Vicia faba L. strongly increased bumblebee densities throughout the season. This indicates that also on-field greening measures can support biodiversity. Nevertheless, since only functional groups adapted to faba bean benefit, measures to promote semi-natural habitats in agricultural landscapes need to be implemented. We conclude that the combination of on- and off-field measures is essential to maintain farmland biodiversity and the Common Agricultural Policy should furthermore promote both. © 2020 British Ecological Society"
"136","Geppert C.; Hass A.; Földesi R.; Donkó B.; Akter A.; Tscharntke T.; Batáry P.","Agri-environment schemes enhance pollinator richness and abundance but bumblebee reproduction depends on field size","Pollinators have experienced a dramatic decrease world-wide due to agricultural intensification. In many countries, agri-environment schemes (AES) have been introduced to counteract this current trend. However, until now, the relative importance of each AES for biodiversity and ecosystem services is still little understood and might change depending on landscape context. Complex landscape-experiments are required to fill this knowledge gap, enabling the implementation of sustainable intensification of food production. In our study, we compared the effectiveness of the two most popular AES in Germany, organic farming and flower strips, in supporting pollinators and flower resources. We selected nine landscapes along a gradient of increasing field size, (configurational heterogeneity), each with a triplet of winter wheat fields: one organic, one conventional with flower strip and one conventional without flower strip as a control. We surveyed insect-pollinated plants and pollinators (bumblebees, solitary bees and hoverflies). Additionally, we placed bumblebee colonies in the field edges to monitor their growth (colony weight gain) and reproduction (queen production). Flower strips stood out with the highest abundance and richness of pollinators. In contrast, bumblebee colony growth and plant richness benefited equally from organic and flower strip schemes. At the landscape scale, smaller fields had a positive effect on plant richness and bumblebee reproduction in flower strips. By contrast, bumblebee colonies in organic agriculture benefited most from large fields, as large organic fields provided much more flower resources than the narrow flower strips. Synthesis and applications. Our results showed that both local and landscape management shaped pollinator communities and their reproduction. Overall, organic farming and flower strips appeared to be effective tools to mitigate flower shortage in conventional cereal fields, with organic farming supporting the highest flowering plant cover per field. Flower strips enhanced local pollinator richness most, but increased bumblebee reproduction only when the surrounding landscapes had small fields with long field borders. Therefore, our results reveal that European Union policies need to take into account that the effectiveness of agri-environment schemes depends on the structure of the surrounding landscape. © 2020 British Ecological Society"
"137","Gervais A.; Bélisle M.; Mazerolle M.J.; Fournier V.","Landscape enhancements in apple orchards: Higher bumble bee queen species richness, but no effect on apple quality","Bumble bees are among the most effective pollinators in orchards during the blooming period, yet they are often threatened by the high levels of pesticide use in apple production. This study aimed to evaluate the influence of landscape enhancements (e.g., hedgerows, flower strips) on bumble bee queens in apple orchards. Bumble bee queens from 12 orchards in southern Québec (Canada) were marked, released, and recaptured in the springs and falls of 2017 to 2019. Half of the 12 orchards had landscape enhancements. Apples were harvested in 2018 and 2019 to compare their quality (weight, diameter, sugar level, and seed number) in sites with and without landscape enhancements. Species richness, as well as the occurrence of three species out of eight, was higher in orchards with landscape enhancements than in orchards without such structures. The occurrence of Bombus ternarius was lower in orchards with high levels of pesticide use. Apples had fewer seeds when collected in orchards with landscape enhancements and were heavier in orchards that used more pesticides. Our work provides additional evidence that landscape enhancements improve bumble bee presence in apple orchards and should therefore be considered as a means to enhance pollination within farms. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"138","Kostenko S.I.; Yu. Kostenko N.; Sedova E.G.; Kharkov K.S.","The problems of breeding new varieties of forage and other plants for improving the soil in organic farming in Russia","In the agriculture of Russia, organic farming is still relatively uncommon, aimed at obtaining ecologically pure food products of the highest quality category. Such agriculture is characterized by minimal use (up to complete rejection of the use) of various pesticides and other agrochemicals. Tillage under such a farming system is also minimized. At the same time, the use of green manure plants is of great importance. The most famous of these is the seradella. But this culture is most common in the southern regions. In Western Europe, it has been used for this purpose for hundreds of years. On the territory of our country, other crops are used and mainly these are fodder plants: yellow lupine, narrow-leaved lupine, white lupine, hedgehog, perennial ryegrass, white mustard. gray mustard, spring rape, winter rape, spring vetch, winter furry vetch, meadow clover and many others. To create specialized varieties, the main thing is to select plants that, to the maximum extent, will be able to suppress the development of weeds, increase soil fertility, and make poorly soluble nutrients available. In our country, there is a huge number of soil differences and climate features (temperatures, rainfall and their distribution by seasons, etc.), therefore, the creation of one variety of each crop for the entire country is extremely difficult. The requirements for green manure and normal use of plants of the same crop differ sharply. For example, the presence in fodder plants of hydrocyanic acid, glucosinolates and other substances toxic to animals is unacceptable, and their presence in green manure crops, as a rule, is not harmful, and often useful. There are also differences in the requirements for the rate of development and longevity of varieties. Therefore, the standards for breeding varieties intended for green manure fallows or cover crops differ significantly from the requirements for a variety for other purposes - such varieties should be distinguished by rapid seed germination, rapid growth of green mass, such varieties may not differ in longevity, since they are used for one season, often they winter hardiness is not needed. Work in this direction has begun, there are specialized first varieties, but for many cultures this work is just beginning.  © Published under licence by IOP Publishing Ltd."
"139","MacInnis G.; Buddle C.M.; Forrest J.R.K.","Small wild bee abundance declines with distance into strawberry crops regardless of field margin habitat","The preservation of pollinator habitat on croplands in the form of hedgerows, wildflower strips, and natural and semi-natural areas can help maintain and enhance wild bee populations in agricultural landscapes. However, there have been few comparisons of the effectiveness of different types of field-margin pollinator habitat in maintaining bee diversity and pollination of the focal crops. We compared wild bee abundance, species richness and community composition between strawberry crops bordered by hedgerows, and those bordered by larger expanses of natural land (forests). Strawberry is an ideal crop in which to investigate pollinator export from field margins as the rows are covered with straw, which reduces habitat for ground-nesting bees within the crop; thus, most wild pollinators need to enter the crop from the margins. We sampled bees in six strawberry fields with hedgerow margins and six strawberry fields with forested margins of at least 200 m in length, using a paired design. We examined strawberry pollen deposition at regular intervals into the fields, and the magnitude of pollinator export from the field margins towards the centre of the crops. We found that bees as a group were no more species-rich or abundant in crops bordered by forests than in crops bordered by hedgerows, although large-bodied bees were more abundant in the former than the latter. Regardless of field-margin type, we found that small wild bee abundance declined significantly from the edge to the centre of the crop, but honey bee (Apis mellifera L.) and large-bodied bee abundance did not. Strawberry pollen deposition also did not decline with distance into the crop. Although previous work indicates that small wild bees are more effective (yield-increasing) pollinators of strawberry on a per-visit basis, their limited foraging ranges suggest they may only pollinate areas near the crop margins, given typical field sizes in our area. © 2020 Gesellschaft für Ökologie"
"140","Nicholson C.C.; Ward K.L.; Williams N.M.; Isaacs R.; Mason K.S.; Wilson J.K.; Brokaw J.; Gut L.J.; Rothwell N.L.; Wood T.J.; Rao S.; Hoffman G.D.; Gibbs J.; Thorp R.W.; Ricketts T.H.","Mismatched outcomes for biodiversity and ecosystem services: testing the responses of crop pollinators and wild bee biodiversity to habitat enhancement","Supporting ecosystem services and conserving biodiversity may be compatible goals, but there is concern that service-focused interventions mostly benefit a few common species. We use a spatially replicated, multiyear experiment in four agricultural settings to test if enhancing habitat adjacent to crops increases wild bee diversity and abundance on and off crops. We found that enhanced field edges harbored more taxonomically and functionally abundant, diverse, and compositionally different bee communities compared to control edges. Enhancements did not increase the abundance or diversity of bees visiting crops, indicating that the supply of pollination services was unchanged following enhancement. We find that actions to promote crop pollination improve multiple dimensions of biodiversity, underscoring their conservation value, but these benefits may not be spilling over to crops. More work is needed to identify the conditions that promote effective co-management of biodiversity and ecosystem services. © 2019 John Wiley & Sons Ltd/CNRS"
"141","Cunningham-Minnick M.J.; Peters V.E.; Crist T.O.","Nesting habitat enhancement for wild bees within soybean fields increases crop production","Bee diversity is declining in agricultural landscapes, altering pollination services that may support or enhance crop yields. Pollination services provided by wild bees are often limited to field margins adjacent to natural habitats, but methods to increase pollinators and their ecosystem services within field interiors remain elusive. Evidence is growing that wild bees enhance yields of flowering crops, including soybean (Glycine max (L.) Merrill). We tested responses of bee communities and soybean yield following pollinator exclosure and nesting manipulation experiments within production areas of the United States. We found that pollinator exclosures resulted in lower seed yield of soybean plants, and providing nesting substrate resulted in a yield increase as well as increases in ground-nesting bees. We provide evidence for soybean-associated bees and suggest these species may benefit from supplemental nesting substrate within production areas and increase soybean yields. © 2019, INRA, DIB and Springer-Verlag France SAS, part of Springer Nature."
"142","Zhang C.-J.; Wang Y.; Gao Y.; Chen M.; Kim D.-S.; Zhang Y.; Liu B.; Yu J.; Lin Z.; Fan J.; Gan L.; Fan Y.; Yan X.","High population density of bee pollinators increasing Camelina sativa (L.) Crantz seed yield: Implications on the potential risk for insect-mediated gene flow","New Camelina sativa genotypes have been genetically engineered (GE) to produce unique high-value chemical compounds and biofuel products. However, baseline information on predictive environmental risk assessment on this plant is urgently needed to establish guidelines for commercial large-scale production. Pollinating insects such as bees could facilitate the spread of transgenes into the ecosystem and raises ecological concerns on insect-mediated gene flow. Thus determination of the potential impact of pollinating insects on C. sativa pollination and gene flow becomes important. A 4-year experiment conducted in Connecticut, USA (2017) and Yangzhou, China (2019–2021) was carried out to determine the pollination effect of different densities of honey bees (Apis mellifera L.) populations on C. sativa seed yield and assess their involvement on C. sativa pollen dispersal. Insect cages experiments with presence or absence of honey bees showed that C. sativa seed yield was not affected by a relatively low population density of honey bees (20 honey bees m−2). However, at a higher density of honey bee population, Camelina sativa seed yield (0.23 g plant-1 and 73.3 g m−2) was statistically greater than those of the uncaged control (0.21 g plant-1 and 68.9 g m−2), caged C. sativa plants without honey bees (0.20 g plant-1 and 66.3 g m−2) or with 20 honey bees m−2 (0.21 g plant-1 and 66.9 g m−2), although C. sativa is commonly assumed to be self-pollinated. Principle coordinate analysis (PCoA) made from SSR markers revealed that honey bee and bumble bee are able to transfer C. sativa pollen from pollen source to adjacent flowers of other species (e.g., Brassica juncea, Brassica napus) up to 10−15 m beyond the field edge, raising ecological concerns on insect-mediated gene flow between adjacent C. sativa fields particularly if GE C. sativa cultivars are involved. The new information in this study will help to better understand C. sativa pollination biology, environmental risks associated with insect-mediated gene flow, and develop management strategies to reduce gene flow and facilitate coexistence between GE and non-GE C. sativa under natural agroecosystem. © 2021 Elsevier B.V."
"143","Palada M.C.","The role of Moringa oleifera in agro-ecosystems: A review","Moringa has been grown and cultivated in various agro-ecosystems ranging from small-scale backyard home gardens to large scale commercial production in tropical and sub-tropical agro-climatic ecosystems. It is grown in monoculture, mixed cropping such as intercropping, hedgerow intercropping or alley cropping system. In monoculture system, moringa is grown either for leaf production or seed production. High density monoculture planting of moringa is a cropping system mainly for maximum leaf biomass production. In mixed cropping systems, moringa is intercropped with high value crops such as vegetables and herbs. As a component of diverse agro-ecosystems moringa play a significant role including soil erosion control in sloping agricultural landscapes and carbon sequestration minimizing the consequences of climate change and global warming. In agroforestry systems, moringa is an important crop component which contributes to increasing soil fertility, soil moisture conservation and increased agro-economic returns. Although it is not a preferred tree species by agroforesters, it plays an important role in deforestation because of its ability to thrive in wastelands and provide rapid shade cover a better choice for many tree-planting projects. It is also a good nurse crop for slower-growing species that eventually will dominate the site. This paper presents a review of the significant role of moringa in agroecosystem and agro-industry based on studies conducted over the last 2 to 3 decades. © 2021 International Society for Horticultural Science. All rights reserved."
"144","McKerchar M.; Potts S.G.; Fountain M.T.; Garratt M.P.D.; Westbury D.B.","The potential for wildflower interventions to enhance natural enemies and pollinators in commercial apple orchards is limited by other management practices","Modern fruit production has successfully increased yields and fruit quality to meet market demands mainly through intensification and the use of Plant Protection Products (PPPs). Due to the associated environmental impacts and consumers increasingly demanding food produced more sustainably, the tree fruit sector is seeking to reduce its reliance on PPPs. Despite intensification, apple production is still highly dependent on ecosystem services, including pest regulation and pollination. The aim of this study was to investigate the response of natural enemies and pollinators in commercial apple orchards to the provision of a wildflower habitat. It was hypothesised that the abundance and diversity of beneficial invertebrate species would be enhanced leading to an increased control of apple pests and enhanced pollination of apple blossom. We also investigated the effect of orchard pesticide toxicity on natural enemies and pest regulation services and how responses varied between apple cultivars (Jazz and Braeburn). The study was carried out in five orchards of each apple variety across Kent (UK), using a split-plot experimental design. At each site, a one-hectare orchard plot was established with wildflower strips in alleyways between rows of trees and compared with a one-hectare control plot where alleyways were managed conventionally with regular cutting. Responses of natural enemies and pollinators were recorded over a period of three and four years, respectively. The presence of wildflower strips did not contribute significantly towards the delivery of natural pest regulation or pollination services. However, hoverfly diversity and species richness were greater in orchards with wildflower strips, and whilst this was not associated with increased rates of pest regulation, such a response could potentially provide more resilient pest regulation and pollination services. Braeburn orchards had higher bee abundance, and pest predation rates, which were associated with a greater abundance of earwigs, compared to Jazz orchards. Of key significance for growers is that high values of cumulative pesticide toxicity negatively affected natural enemy populations, especially earwigs. If growers want to support natural enemies and wild pollinators in modern apple orchards following the principles of ecological intensification, they need to consider both the types and frequency of pesticide sprays used, in conjunction with interventions aimed at promoting beneficial invertebrates. © 2020"
"145","Martínez-Sastre R.; Miñarro M.; García D.","Animal biodiversity in cider apple orchards: Simultaneous environmental drivers and effects on insectivory and pollination","Making agriculture more sustainable requires a greater understanding of animal-mediated ecosystem services. The beneficial effects of pest-control and pollination provided by, respectively, insectivorous birds and pollinator insects are essential for many crops. Improving these ecosystem services simultaneously in the same crop system means, first, identifying the drivers of animal biodiversity that operate in agricultural landscapes, and second, revealing the relationships between biodiversity and the two services. Here, for two years, we addressed how landscape and small-scale orchard features affected bird and insect biodiversity (abundance and species richness) in cider apple orchards in northern Spain. We examined the effects of bird and insect biodiversity on the magnitude of, respectively, insectivory and pollination. Bird biodiversity was positively affected by the cover of apple canopy within orchards, whereas that of pollinators responded positively to the cover of semi-natural woody habitats and eucalyptus plantations in the surrounding landscape, and also on the level of bloom at the orchard scale. Insectivory, estimated from sentinel model and exclusion experiments, was positively affected by increased abundance and richness of birds across orchards. Similarly, fruit set responded positively to higher abundance and richness of wild bees, whereas seed set mostly depended on the abundance of wild pollinators. Our findings suggest simultaneous positive effects of animal biodiversity on pest-control and pollination in apple orchards, with no sign of trade-offs between biodiversity groups or between ecosystem functions. A multi-scaled management of orchard-level features (apple canopies and surrounding hedgerows for birds, and apple bloom and ground cover for pollinators) and landscape-level ones (surrounding cover of semi-natural woody habitats, moderate for birds, high for pollinators) is encouraged for the simultaneous enhancement of pest-control and pollination. Biodiversity-farming win-win scenarios are possible in cider apple orchards by simultaneously promoting multiple animal-mediated ecosystem services. © 2020 Elsevier B.V."
"146","Zhu Y.; Zhang X.; Gu R.; Liu X.; Wang S.; Xia D.; Li Z.; Lian X.; Zhang P.; Liu Y.; Zhou Y.","LAMA2 regulates the fate commitment of mesenchymal stem cells via hedgehog signaling","Background: Bone defects are a common clinical condition that has gained an increasing amount of attention in recent years. Causes of bone defect include tumors, inflammation, and fractures. Bone tissue engineering is a novel treatment of bone defect, and human mesenchymal stem cells (hMSCs) are the ideal seed cells for bone tissue engineering due to their multi-lineage differentiation potential and immunogenicity. The laminin α2 (LAMA2) gene encodes the α2 subunit of laminins. Mutations in this gene have been reported to cause muscular dystrophy, but thus far no studies have elucidated the role of LAMA2 in the fate choices of MSCs. Here, we aimed to investigate the critical role of LAMA2 in the osteogenesis and adipogenesis of mesenchymal stem cells (MSCs). Methods: We investigated LAMA2 function in osteogenic and adipogenic differentiation of MSCs in vitro and in vivo through loss- A nd gain-of-function experiments. In addition, molecular mechanism was clarified by Western blot and siRNA. Results: Our results demonstrated that LAMA2 was a critical regulator for fate commitment of MSCs. Both in vitro and in vivo studies indicate that LAMA2 inhibits osteogenesis and promotes adipogenesis. Mechanistically, we found that LAMA2 regulated osteogenesis and adipogenesis of MSCs by modulating the hedgehog signaling pathway. Conclusions: The present work confirms that LAMA2 is a new molecular target for MSC-based bone regeneration. © 2020 The Author(s)."
"147","Orłowski G.; Karg J.; Kamiński P.; Baszyński J.; Szady-Grad M.; Ziomek K.; Klawe J.J.","Edge effect imprint on elemental traits of plant-invertebrate food web components of oilseed rape fields","Of fundamental importance for the functioning of a community is the flow of energy and elements through its components. However, the question of how (if at all) the edge effect of habitats can drive elemental traits of organisms has hitherto been largely neglected issue in ecosystem ecology at the community level. We quantified the abundance of invertebrates and measured the elemental composition (K, Na, Ca, Mg, Cu, Zn, Fe, Mn, As, Cd, Co and Pb) of 15 different organisms within the plant-invertebrate food web (plant – oilseed rape pests/herbivores – pollinators = wild bees – saprovores – predators – parasitoids) sampled in 34 fields of a key bioenergy crop that is an exceptionally strong biodiversity driver, the oilseed rape. Then these were related to the individual field edge habitat features (including typically anthropogenic ones like dirt and tarred roads) measured within a 100 m radius around the invertebrate sampling sites. Our study showed that elemental traits of the plant-invertebrate food web components in oilseed rape crops varied owing to the habitat specificity determined at the relatively small spatial scale of an individual field, and that the elemental traits of these organisms differed from both an inter- and an intra-guild perspective. The major mechanistic explanation for most of these relationships seems to derive from the secondary gut content effect. Determining one single state for the homeostatic/stoichiometric regulation of chemical elements in invertebrates based on the application of whole-body metal concentrations is in principle impossible, because of the unknown noise caused by the inclusion of extracellular portions of metals in the analysis. It is thus imperative to develop consistent principles for assessing elemental traits of organisms that are based on highly sensitive and high-throughput analytical methods for the ionomic profiling of microsamples at the organ, tissue, cellular or even sub-cellular levels. © 2019 Elsevier B.V."
"148","Kati V.; Karamaouna F.; Economou L.; Mylona P.V.; Samara M.; Mitroiu M.-D.; Barda M.; Edwards M.; Liberopoulou S.","Sown wildflowers enhance habitats of pollinators and beneficial arthropods in a tomato field margin","We evaluated the capacity of selected plants, sown along a processing tomato field margin in central Greece and natural vegetation, to attract beneficial and Hymenoptera pollinating insects and questioned whether they can distract pollinators from crop flowers. Measurements of flower cover and attracted pollinators and beneficial arthropods were recorded from early‐May to mid‐ July, during the cultivation period of the crop. Flower cover was higher in the sown mixtures compared to natural vegetation and was positively correlated with the number of attracted pollinators. The sown Glebionis coronaria, Coriandrum sativum, Anethum graveolens, and Fagopyrum esculentum attracted mainly wild bees, which were the most abundant pollinating insects. In the natural vegetation, Rapistrum rugosum attracted mainly honeybees, while Asteraceae, Convolvulaceae, and Apiaceae species attracted wild bees. Beneficial arthropod abundance and diversity were higher in the sown mixture. Tomato flowers were visited by a small number of wild bees. Their number was not affected by the distance from the field margin, indicating no distraction effect from the sown or natural vegetation flowering plants. Our results suggest that selected flowering plants can improve the field margin habitats for pollinating insects and beneficial arthropods, but more work is needed to elucidate the effect on crop pollination. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
